Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
LOW,LOWES COMPANIES INC,Equity,0.29,101.88,523071,53290473.48,53290473.48,Consumer Discretionary,2536763,US5486611073,New York Stock Exchange Inc.
BMY,BRISTOL MYERS SQUIBB,Equity,0.28,49.86,1063945,53048297.7,53048297.7,Health Care,2126335,US1101221083,New York Stock Exchange Inc.
DHR,DANAHER CORP,Equity,0.28,128.07,410138,52526373.66,52526373.66,Health Care,2250870,US2358511028,New York Stock Exchange Inc.
USB,US BANCORP,Equity,0.28,52.45,989818,51915954.1,51915954.1,Financials,2736035,US9029733048,New York Stock Exchange Inc.
ANTM,ANTHEM INC,Equity,0.28,308.23,167222,51542837.06,51542837.06,Health Care,BSPHGL4,US0367521038,New York Stock Exchange Inc.
BKNG,BOOKING HOLDINGS INC,Equity,0.28,1756.33,29309,51476275.97,51476275.97,Consumer Discretionary,BDRXDB4,US09857L1089,NASDAQ
CAT,CATERPILLAR INC,Equity,0.27,134.1,375695,50380699.5,50380699.5,Industrials,2180201,US1491231015,New York Stock Exchange Inc.
UPS,UNITED PARCEL SERVICE INC CLASS B,Equity,0.27,110.69,453966,50249496.54,50249496.54,Industrials,2517382,US9113121068,New York Stock Exchange Inc.
CVS,CVS HEALTH CORP,Equity,0.26,56.67,843871,47822169.57,47822169.57,Health Care,2577609,US1266501006,New York Stock Exchange Inc.
LMT,LOCKHEED MARTIN CORP,Equity,0.26,297.64,160634,47811103.76,47811103.76,Industrials,2522096,US5398301094,New York Stock Exchange Inc.
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Equity,0.24,48.04,942843,45294177.72,45294177.72,Consumer Staples,B8CKK03,US6092071058,NASDAQ
GS,GOLDMAN SACHS GROUP INC,Equity,0.24,202.47,223076,45166197.72,45166197.72,Financials,2407966,US38141G1040,New York Stock Exchange Inc.
QCOM,QUALCOMM INC,Equity,0.24,56.83,789558,44870581.14,44870581.14,Information Technology,2714923,US7475251036,NASDAQ
ADP,AUTOMATIC DATA PROCESSING INC,Equity,0.24,154.69,284814,44057877.66,44057877.66,Information Technology,2065308,US0530151036,NASDAQ
INTU,INTUIT INC,Equity,0.24,257.72,169899,43786370.28,43786370.28,Information Technology,2459020,US4612021034,NASDAQ
BDX,BECTON DICKINSON,Equity,0.23,244.67,175074,42835355.58,42835355.58,Health Care,2087807,US0758871091,New York Stock Exchange Inc.
DUK,DUKE ENERGY CORP,Equity,0.23,90.06,474331,42718249.86,42718249.86,Utilities,B7VD3F2,US26441C2044,New York Stock Exchange Inc.
TJX,TJX INC,Equity,0.23,52.35,807008,42246868.8,42246868.8,Consumer Discretionary,2989301,US8725401090,New York Stock Exchange Inc.
ISRG,INTUITIVE SURGICAL INC,Equity,0.22,559.49,74337,41590808.13,41590808.13,Health Care,2871301,US46120E6023,NASDAQ
BIIB,BIOGEN INC,Equity,0.22,325.64,127628,41561420.06,41561420.06,Health Care,2455965,US09062X1037,NASDAQ
CB,CHUBB LTD,Equity,0.22,137.38,301702,41447820.76,41447820.76,Financials,B3BQMF6,CH0044328745,New York Stock Exchange Inc.
CI,CIGNA CORP,Equity,0.22,167.11,246751,41234559.61,41234559.61,Health Care,BHJ0775,US1255231003,New York Stock Exchange Inc.
CELG,CELGENE CORP,Equity,0.22,87.99,459281,40412135.19,40412135.19,Health Care,2182348,US1510201049,NASDAQ
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Equity,0.22,357.35,112846,40325518.1,40325518.1,Communication,BZ6VT82,US16119P1084,NASDAQ
D,DOMINION ENERGY INC,Equity,0.21,76.61,519990,39836433.9,39836433.9,Utilities,2542049,US25746U1097,New York Stock Exchange Inc.
CME,CME GROUP INC CLASS A,Equity,0.21,169.89,233386,39649947.54,39649947.54,Financials,2965839,US12572Q1058,NASDAQ
SYK,STRYKER CORP,Equity,0.21,193.58,202160,39134132.8,39134132.8,Health Care,2853688,US8636671013,New York Stock Exchange Inc.
PNC,PNC FINANCIAL SERVICES GROUP INC,Equity,0.21,131.88,296273,39072483.24,39072483.24,Financials,2692665,US6934751057,New York Stock Exchange Inc.
SLB,SCHLUMBERGER NV,Equity,0.21,43.36,888404,38521197.44,38521197.44,Energy,2779201,AN8068571086,New York Stock Exchange Inc.
CL,COLGATE-PALMOLIVE,Equity,0.2,66.29,565563,37491171.27,37491171.27,Consumer Staples,2209106,US1941621039,New York Stock Exchange Inc.
CSX,CSX CORP,Equity,0.2,73.87,506954,37448691.98,37448691.98,Industrials,2160753,US1264081035,NASDAQ
MS,MORGAN STANLEY,Equity,0.2,44.03,846531,37272759.93,37272759.93,Financials,2262314,US6174464486,New York Stock Exchange Inc.
FOXA,TWENTY FIRST CENTURY FOX INC CLASS,Equity,0.19,51.36,700879,35997145.44,35997145.44,Communication,BBM4S68,US90130A1016,NASDAQ
SCHW,CHARLES SCHWAB CORP,Equity,0.19,45.9,768349,35267219.1,35267219.1,Financials,2779397,US8085131055,New York Stock Exchange Inc.
SO,SOUTHERN,Equity,0.19,51.78,675992,35002865.76,35002865.76,Utilities,2829601,US8425871071,New York Stock Exchange Inc.
BLK,BLACKROCK INC,Equity,0.19,440.48,79333,34944599.84,34944599.84,Financials,2494504,US09247X1019,New York Stock Exchange Inc.
EOG,EOG RESOURCES INC,Equity,0.19,91.92,376247,34584624.24,34584624.24,Energy,2318024,US26875P1012,New York Stock Exchange Inc.
BSX,BOSTON SCIENTIFIC CORP,Equity,0.18,37.97,901139,34216247.83,34216247.83,Health Care,2113434,US1011371077,New York Stock Exchange Inc.
RTN,RAYTHEON,Equity,0.18,180.23,184741,33295870.43,33295870.43,Industrials,2758051,US7551115071,New York Stock Exchange Inc.
DE,DEERE,Equity,0.18,160.3,207330,33234999,33234999,Industrials,2261203,US2441991054,New York Stock Exchange Inc.
SPGI,S&P GLOBAL INC,Equity,0.18,205.72,161433,33209996.76,33209996.76,Financials,BYV2325,US78409V1044,New York Stock Exchange Inc.
WBA,WALGREEN BOOTS ALLIANCE INC,Equity,0.18,63.08,524361,33076691.88,33076691.88,Consumer Staples,BTN1Y44,US9314271084,NASDAQ
OXY,OCCIDENTAL PETROLEUM CORP,Equity,0.18,67.01,487325,32655648.25,32655648.25,Energy,2655408,US6745991058,New York Stock Exchange Inc.
GM,GENERAL MOTORS,Equity,0.17,37.98,853145,32402447.1,32402447.1,Consumer Discretionary,B665KZ5,US37045V1008,New York Stock Exchange Inc.
NSC,NORFOLK SOUTHERN CORP,Equity,0.17,182.53,175408,32017222.24,32017222.24,Industrials,2641894,US6558441084,New York Stock Exchange Inc.
EXC,EXELON CORP,Equity,0.17,49.67,634384,31509853.28,31509853.28,Utilities,2670519,US30161N1019,New York Stock Exchange Inc.
BK,BANK OF NEW YORK MELLON CORP,Equity,0.17,53.98,576286,31107918.28,31107918.28,Financials,B1Z77F6,US0640581007,New York Stock Exchange Inc.
VRTX,VERTEX PHARMACEUTICALS INC,Equity,0.17,187.48,165545,31036376.6,31036376.6,Health Care,2931034,US92532F1003,NASDAQ
MMC,MARSH & MCLENNAN INC,Equity,0.17,92.98,331277,30802135.46,30802135.46,Financials,2567741,US5717481023,New York Stock Exchange Inc.
AGN,ALLERGAN,Equity,0.16,150.84,202730,30579793.2,30579793.2,Health Care,BY9D546,IE00BY9D5467,New York Stock Exchange Inc.
NOC,NORTHROP GRUMMAN CORP,Equity,0.16,274.89,111066,30530932.74,30530932.74,Industrials,2648806,US6668071029,New York Stock Exchange Inc.
ZTS,ZOETIS INC CLASS A,Equity,0.16,97.77,311099,30416149.23,30416149.23,Health Care,B95WG16,US98978V1035,New York Stock Exchange Inc.
GD,GENERAL DYNAMICS CORP,Equity,0.16,171.67,176140,30237953.8,30237953.8,Industrials,2365161,US3695501086,New York Stock Exchange Inc.
ILMN,ILLUMINA INC,Equity,0.16,305.78,95884,29319409.52,29319409.52,Health Care,2613990,US4523271090,NASDAQ
MU,MICRON TECHNOLOGY INC,Equity,0.16,39.61,732266,29005056.26,29005056.26,Information Technology,2588184,US5951121038,NASDAQ
ECL,ECOLAB INC,Equity,0.15,175.15,164786,28862267.9,28862267.9,Materials,2304227,US2788651006,New York Stock Exchange Inc.
MET,METLIFE INC,Equity,0.15,45.72,630192,28812378.24,28812378.24,Financials,2573209,US59156R1086,New York Stock Exchange Inc.
ITW,ILLINOIS TOOL INC,Equity,0.15,145.38,197791,28754855.58,28754855.58,Industrials,2457552,US4523081093,New York Stock Exchange Inc.
FDX,FEDEX CORP,Equity,0.15,182.4,156499,28545417.6,28545417.6,Industrials,2142784,US31428X1063,New York Stock Exchange Inc.
NOW,SERVICENOW INC,Equity,0.15,240.98,116531,28081640.38,28081640.38,Information Technology,B80NXX8,US81762P1021,New York Stock Exchange Inc.
PGR,PROGRESSIVE CORP,Equity,0.15,73.06,383053,27985852.18,27985852.18,Financials,2705024,US7433151039,New York Stock Exchange Inc.
EMR,EMERSON ELECTRIC,Equity,0.15,68.79,404161,27802235.19,27802235.19,Industrials,2313405,US2910111044,New York Stock Exchange Inc.
ICE,INTERCONTINENTAL EXCHANGE INC,Equity,0.15,74.61,368796,27515869.56,27515869.56,Financials,BFSSDS9,US45866F1049,New York Stock Exchange Inc.
MPC,MARATHON PETROLEUM CORP,Equity,0.15,62.08,437691,27171857.28,27171857.28,Energy,B3K3L40,US56585A1025,New York Stock Exchange Inc.
APD,AIR PRODUCTS AND CHEMICALS INC,Equity,0.15,185.37,146271,27114255.27,27114255.27,Materials,2011602,US0091581068,New York Stock Exchange Inc.
KMB,KIMBERLY CLARK CORP,Equity,0.14,119.57,225760,26994123.2,26994123.2,Consumer Staples,2491839,US4943681035,New York Stock Exchange Inc.
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Equity,0.14,71.88,374018,26884413.84,26884413.84,Information Technology,2257019,US1924461023,NASDAQ
AON,AON PLC CLASS A,Equity,0.14,169.2,157594,26664904.8,26664904.8,Financials,B5BT0K0,GB00B5BT0K07,New York Stock Exchange Inc.
TGT,TARGET CORP,Equity,0.14,77.88,340673,26531613.24,26531613.24,Consumer Discretionary,2259101,US87612E1064,New York Stock Exchange Inc.
ADI,ANALOG DEVICES INC,Equity,0.14,109.15,242408,26458833.2,26458833.2,Information Technology,2032067,US0326541051,NASDAQ
PRU,PRUDENTIAL FINANCIAL INC,Equity,0.14,97.25,271864,26438774,26438774,Financials,2819118,US7443201022,New York Stock Exchange Inc.
WM,WASTE MANAGEMENT INC,Equity,0.14,101.4,257701,26130881.4,26130881.4,Industrials,2937667,US94106L1098,New York Stock Exchange Inc.
COF,CAPITAL ONE FINANCIAL CORP,Equity,0.14,84.9,304948,25890085.2,25890085.2,Financials,2654461,US14040H1059,New York Stock Exchange Inc.
EW,EDWARDS LIFESCIENCES CORP,Equity,0.14,190.89,134571,25688258.19,25688258.19,Health Care,2567116,US28176E1082,New York Stock Exchange Inc.
BBT,BB AND T CORP,Equity,0.14,50.48,506395,25562819.6,25562819.6,Financials,2830904,US0549371070,New York Stock Exchange Inc.
KMI,KINDER MORGAN INC,Equity,0.14,19.99,1261668,25220743.32,25220743.32,Energy,B3NQ4P8,US49456B1017,New York Stock Exchange Inc.
HUM,HUMANA INC,Equity,0.13,282.17,88971,25104947.07,25104947.07,Health Care,2445063,US4448591028,New York Stock Exchange Inc.
AFL,AFLAC INC,Equity,0.13,50.25,493692,24808023,24808023,Financials,2026361,US0010551028,New York Stock Exchange Inc.
BAX,BAXTER INTERNATIONAL INC,Equity,0.13,76.95,311851,23996934.45,23996934.45,Health Care,2085102,US0718131099,New York Stock Exchange Inc.
TRV,TRAVELERS COMPANIES INC,Equity,0.13,134.94,176627,23834047.38,23834047.38,Financials,2769503,US89417E1091,New York Stock Exchange Inc.
HCA,HCA HEALTHCARE INC,Equity,0.13,134.75,174761,23549044.75,23549044.75,Health Care,B4MGBG6,US40412C1018,New York Stock Exchange Inc.
VLO,VALERO ENERGY CORP,Equity,0.13,86.75,270721,23485046.75,23485046.75,Energy,2041364,US91913Y1001,New York Stock Exchange Inc.
EL,ESTEE LAUDER INC CLASS A,Equity,0.12,163.1,141736,23117141.6,23117141.6,Consumer Staples,2320524,US5184391044,New York Stock Exchange Inc.
FIS,FIDELITY NATIONAL INFORMATION SERV,Equity,0.12,108.12,211581,22876137.72,22876137.72,Information Technology,2769796,US31620M1062,New York Stock Exchange Inc.
ETN,EATON PLC,Equity,0.12,82.1,277832,22810007.2,22810007.2,Industrials,B8KQN82,IE00B8KQN827,New York Stock Exchange Inc.
SHW,SHERWIN WILLIAMS,Equity,0.12,431.35,52842,22793396.7,22793396.7,Materials,2804211,US8243481061,New York Stock Exchange Inc.
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Equity,0.12,124.96,182325,22783332,22783332,Consumer Discretionary,2210614,US5719032022,NASDAQ
ATVI,ACTIVISION BLIZZARD INC,Equity,0.12,44.97,496991,22349685.27,22349685.27,Communication,2575818,US00507V1098,NASDAQ
ROP,ROPER TECHNOLOGIES INC,Equity,0.12,331.47,67207,22277104.29,22277104.29,Industrials,2749602,US7766961061,New York Stock Exchange Inc.
SRE,SEMPRA ENERGY,Equity,0.12,124.65,178091,22199043.15,22199043.15,Utilities,2138158,US8168511090,New York Stock Exchange Inc.
ROST,ROSS STORES INC,Equity,0.12,91.13,242378,22087907.14,22087907.14,Consumer Discretionary,2746711,US7782961038,NASDAQ
ADSK,AUTODESK INC,Equity,0.12,153.85,143334,22051935.9,22051935.9,Information Technology,2065159,US0527691069,NASDAQ
FISV,FISERV INC,Equity,0.12,85.09,256652,21838518.68,21838518.68,Information Technology,2342034,US3377381088,NASDAQ
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Equity,0.12,36.42,597995,21778977.9,21778977.9,Industrials,BY7QL61,IE00BY7QL619,New York Stock Exchange Inc.
F,F MOTOR,Equity,0.12,8.57,2536033,21733802.81,21733802.81,Consumer Discretionary,2615468,US3453708600,New York Stock Exchange Inc.
WMB,WILLIAMS INC,Equity,0.12,27.79,780142,21680146.18,21680146.18,Energy,2967181,US9694571004,New York Stock Exchange Inc.
RHT,RED HAT INC,Equity,0.11,181.84,115869,21069618.96,21069618.96,Information Technology,2447218,US7565771026,New York Stock Exchange Inc.
ALL,ALLSTATE CORP,Equity,0.11,95.02,220641,20965307.82,20965307.82,Financials,2019952,US0200021014,New York Stock Exchange Inc.
REGN,REGENERON PHARMACEUTICALS INC,Equity,0.11,407.6,51188,20864228.8,20864228.8,Health Care,2730190,US75886F1075,NASDAQ
XLNX,XILINX INC,Equity,0.11,125.28,165578,20743611.84,20743611.84,Information Technology,2985677,US9839191015,NASDAQ
DAL,DELTA AIR LINES INC,Equity,0.11,50.74,401232,20358511.68,20358511.68,Industrials,B1W9D46,US2473617023,New York Stock Exchange Inc.
EBAY,EBAY INC,Equity,0.11,36.27,560779,20339454.33,20339454.33,Consumer Discretionary,2293819,US2786421030,NASDAQ
SYY,SYSCO CORP,Equity,0.11,66.46,305986,20335829.56,20335829.56,Consumer Staples,2868165,US8718291078,New York Stock Exchange Inc.
YUM,YUM BRANDS INC,Equity,0.11,100.24,200933,20141523.92,20141523.92,Consumer Discretionary,2098876,US9884981013,New York Stock Exchange Inc.
DG,DOLLAR GENERAL CORP,Equity,0.11,116.53,171431,19976854.43,19976854.43,Consumer Discretionary,B5B1S13,US2566771059,New York Stock Exchange Inc.
HPQ,HP INC,Equity,0.11,19.95,1000690,19963765.5,19963765.5,Information Technology,BYX4D52,US40434L1052,New York Stock Exchange Inc.
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Equity,0.11,59.61,330027,19672909.47,19672909.47,Utilities,2707677,US7445731067,New York Stock Exchange Inc.
EA,ELECTRONIC ARTS INC,Equity,0.1,99.66,195740,19507448.4,19507448.4,Communication,2310194,US2855121099,NASDAQ
MCO,MOODYS CORP,Equity,0.1,177.97,109171,19429162.87,19429162.87,Financials,2252058,US6153691059,New York Stock Exchange Inc.
ALXN,ALEXION PHARMACEUTICALS INC,Equity,0.1,133.51,144252,19259084.52,19259084.52,Health Care,2036070,US0153511094,NASDAQ
WELL,WELLTOWER INC,Equity,0.1,75.77,251980,19092524.6,19092524.6,Real Estate,BYVYHH4,US95040Q1040,New York Stock Exchange Inc.
XEL,XCEL ENERGY INC,Equity,0.1,56.12,335571,18832244.52,18832244.52,Utilities,2614807,US98389B1008,NASDAQ
STI,SUNTRUST BANKS INC,Equity,0.1,64.49,291468,18796771.32,18796771.32,Financials,2860990,US8679141031,New York Stock Exchange Inc.
APH,AMPHENOL CORP CLASS A,Equity,0.1,95.43,196178,18721266.54,18721266.54,Information Technology,2145084,US0320951017,New York Stock Exchange Inc.
TEL,TE CONNECTIVITY LTD,Equity,0.1,83.34,223473,18624239.82,18624239.82,Information Technology,B62B7C3,CH0102993182,New York Stock Exchange Inc.
STZ,CONSTELLATION BRANDS INC CLASS A,Equity,0.1,171.08,107963,18470310.04,18470310.04,Consumer Staples,2170473,US21036P1084,New York Stock Exchange Inc.
OKE,ONEOK INC,Equity,0.1,68.37,269367,18416621.79,18416621.79,Energy,2130109,US6826801036,New York Stock Exchange Inc.
GIS,GENERAL MILLS INC,Equity,0.1,47.62,386460,18403225.2,18403225.2,Consumer Staples,2367026,US3703341046,New York Stock Exchange Inc.
WDAY,WORKDAY INC CLASS A,Equity,0.1,187.51,98002,18376355.02,18376355.02,Information Technology,B8K6ZD1,US98138H1014,NASDAQ
VFC,VF CORP,Equity,0.1,86.06,211249,18180088.94,18180088.94,Consumer Discretionary,2928683,US9182041080,New York Stock Exchange Inc.
LRCX,LAM RESEARCH CORP,Equity,0.1,180.2,99903,18002520.6,18002520.6,Information Technology,2502247,US5128071082,NASDAQ
ED,CONSOLIDATED EDISON INC,Equity,0.1,84.7,211137,17883303.9,17883303.9,Utilities,2216850,US2091151041,New York Stock Exchange Inc.
STT,STATE STREET CORP,Equity,0.09,70.82,249033,17636517.06,17636517.06,Financials,2842040,US8574771031,New York Stock Exchange Inc.
GLW,CORNING INC,Equity,0.09,34.35,512561,17606470.35,17606470.35,Information Technology,2224701,US2193501051,New York Stock Exchange Inc.
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Equity,0.09,87.27,199229,17386714.83,17386714.83,Materials,B3SPXZ3,NL0009434992,New York Stock Exchange Inc.
PPG,PPG INDUSTRIES INC,Equity,0.09,110.95,155805,17286564.75,17286564.75,Materials,2698470,US6935061076,New York Stock Exchange Inc.
IR,INGERSOLL RAND PLC,Equity,0.09,107.05,160304,17160543.2,17160543.2,Industrials,B633030,IE00B6330302,New York Stock Exchange Inc.
ZBH,ZIMMER BIOMET HOLDINGS INC,Equity,0.09,125.32,133073,16676708.36,16676708.36,Health Care,2783815,US98956P1021,New York Stock Exchange Inc.
LUV,SOUTHWEST AIRLINES,Equity,0.09,51.08,323022,16499963.76,16499963.76,Industrials,2831543,US8447411088,New York Stock Exchange Inc.
PAYX,PAYCHEX INC,Equity,0.09,79.32,207427,16453109.64,16453109.64,Information Technology,2674458,US7043261079,NASDAQ
A,AGILENT TECHNOLOGIES INC,Equity,0.09,80.97,203108,16445654.76,16445654.76,Health Care,2520153,US00846U1016,New York Stock Exchange Inc.
WEC,WEC ENERGY GROUP INC,Equity,0.09,78.39,209792,16445594.88,16445594.88,Utilities,BYY8XK8,US92939U1060,New York Stock Exchange Inc.
HAL,HALLIBURTON,Equity,0.09,28.87,561928,16222861.36,16222861.36,Energy,2405302,US4062161017,New York Stock Exchange Inc.
FTV,FORTIVE CORP,Equity,0.09,83.41,193035,16101049.35,16101049.35,Industrials,BYT3MK1,US34959J1088,New York Stock Exchange Inc.
